Tweets,Category
"b'Now you can monitor that how your food is being cooked. A vision of Honble Minister of Railways Sh. Piyush Goyal,... https://t.co/f9iLv9L8jj'",Governmental
b'https://t.co/xDvZQ5Sz6V',Governmental
b'RT @Indianrlyinfo: 445 bridges in Mumbai to undergo safety audit: Railways Minister Piyush Goyal.\nhttps://t.co/EmYp5criae\n@RailMinIndia @Pi...',Governmental
"b'RT @PiyushGoyal:       ,      9         ...'",Governmental
b'https://t.co/eqw7f5wZ02',Governmental
b'RT @eastcoastrail: .@RailMinIndia Two escalators and Foot Over Bridge (FOB) commissioned at Visakhapatnam Railway Station @eastcoastrail ht...',Governmental
b'ET:Wondered how Railways cooks food for you? Now you can see it live https://t.co/mp4Bg4JQQ7',Governmental
b'RT @PiyushGoyal: Govt. is providing all possible help to the Kailash Mansarovar pilgrims stuck in Nepal due to bad weather. Ministry of Ext...',Governmental
b'https://t.co/VbqeRjmF1F',Governmental
b'https://t.co/Sh0Z8OcTIP',Governmental
b'https://t.co/Iz8EF2BpGa',Governmental
"b'RT @WesternRly: Down slow line between Andheri &amp; Vile Parle opened at 22.25 hrs after completion of restoration work. Now Harbour lines, fa...'",Governmental
b'RT @RailwayNorthern:          -       ...',Governmental
b'RT @WesternRly: MR Sh Piyush Goyal said that joint safety audit of all such bridges will be carried out with IIT experts to overcome in fla...',Governmental
"b'RT @RailwayNorthern: Humsafar Exp flagged off today provides world-class amenities like full AC, Safe LHB coaches, GPS enabled train positi...'",Governmental
b'RT @dpradhanbjp: Grateful to Shri @PiyushGoyal ji &amp; @RailMinIndia for providing 184 Special trains to Puri and vice versa for the revered #...',Governmental
b'RT @WesternRly: Up &amp; Dn Harbour lines cleared at 13.55 hrs between Andheri and Vile Parle after removing the debris of the part of the ROB...',Governmental
"b'RT @WesternRly: In view of ROB mishap near Andheri, food packets &amp; water bottles arranged at various long distance trains stations for stra...'",Governmental
b'RT @WesternRly: Restoration of OHE and tracks between Andheri--Vile Parle is going on war footing. Expected clearance of Harbour lines by 1...',Governmental
"b'RT @secrail:       -     -    ,   ...'",Governmental
b'https://t.co/hTrNTwu9dO',Governmental
b'https://t.co/IPElbJDIg4',Governmental
b'https://t.co/WQfmq4eHmW',Governmental
b'RT @drmhyb: Child help desk at Kacheguda Rly stn inaugurated by DRM /HYB. The desk is manned 24x7 in collaboration with CHILDLINE &amp; Asritha...',Governmental
b'RT @proicfindrlys: ICF flags off the 1st Stainless Steel Bodied Mainline Electrical Multiple Unit (MEMU) with 3-Phase On-board Electrics to...',Governmental
b'@HarshSo33774510   Kindly check Railway Refund rule. w.e.f. 11/12/2015 https://t.co/Zspwp1N2Th\n\n-IRCTC Official',Governmental
b'https://t.co/HEsw4uF1fV',Governmental
b'https://t.co/P3D6ROgCEc',Governmental
b'https://t.co/L6bYA3C6lu',Governmental
"b'Hirakhand Express, running through Naxal area, becomes second train to have sanitary pad vending machine\n\nhttps://t.co/NjfNYIwkB7'",Governmental
b'Glowing facade of Chennai Central decorated with strings of multicolour lights as part of Tourism fest... https://t.co/99S1lXpexD',Governmental
b'RT @SCRailwayIndia: A panoramic view of the MMTS rail and the Hussainsagar-a photo feature published in Telangana Today @RailMinIndia @Piyu...',Governmental
"b'RT @PMOIndia: New India requires new and smart infrastructure. We have worked on roads, railways, highways, airways, waterways and i-ways....'",Governmental
"b'RT @PiyushGoyalOffc: From providing relief in the form of food and medicines to transporting them to shelters, Indian Railways has stepped...'",Governmental
"b'RT @RailMinIndia: Railways now offers free WiFi at over 700 stations, covers 8 million people a month\n\nhttps://t.co/YdcvlsVmPC'",Governmental
"b'RT @nerailwaygkp:   ,         (..)     ..    ...'",Governmental
"b'Railways now offers free WiFi at over 700 stations, covers 8 million people a month\n\nhttps://t.co/YdcvlsVmPC'",Governmental
b'RT @RailNf: Continuous Water Level Monitoring System based on Radar technology  installed in #Saraighat Rail-cum-Road Bridge by NFR. Will g...',Governmental
"b'RT @WesternRly: Train travelling is an integral part of Mumbai life. 1st time on Mumbai suburban, Yoga trainers taught commuters easy yoga...'",Governmental
"b'RT @RailwayNorthern: Say Hi to Aasans, Bye to Aalas - Shri Ashwani Lohani, Chairman Railway Board, again leading from front- Healthy team i...'",Governmental
"b'RT @PiyushGoyalOffc:             ,      ,   ...'",Governmental
"b'RT @PiyushGoyal: On this #InternationalYogaDay2018, let us all take a pledge to practice Yoga everyday to achieve a better physical, mental...'",Governmental
b'Practising Yoga keeps you fit and increases your ability to concentrate.\nIndian Railways is celebrating... https://t.co/zoOViyWWgr',Governmental
b'https://t.co/30qFgAhVA7',Governmental
"b'RT @PiyushGoyal:              ,       ...'",Governmental
b'@ThisIsMarkism   Kindly look into the concern and please maintain train punctuality.  @Drmbsbner',Governmental
b'https://t.co/m5WT4QLbYd https://t.co/fHj34Jk3R4',Governmental
b'https://t.co/3JCz4VHL3t',Governmental
b'Railways accords highest priority to passenger safety : Piyush Goyal\nhttps://t.co/BTTkGDzcyO',Governmental
b'https://t.co/SeY8zU2XQ5',Governmental
"b'RT @PiyushGoyal:    ,                 ...'",Governmental
"b'RT @MumbaiPolice: Named after famous Bollywood film, Zanjeer,he saved countless lives in 1993 blasts, by detecting over 3329 kg of RDX expl...'",Governmental
b'RT @MumbaiPolice: Speed and slippery roads in monsoons have never been friends! Any guesses why? #FriendsOfSafety https://t.co/aZs5yylnPd',Governmental
b'RT @MumbaiPolice: Taking a stock of your security round the clock! #Dial100 in case of any emergency. Help us to help you #MumbaiFirst http...',Governmental
b'Lets not overlook the importance of books in every childs life #StopChildLabour https://t.co/9zROB7rRZT',Governmental
b'RT @MumbaiPolice: Offer valid till your addiction becomes invalid #SayNoToDrugs https://t.co/l9uz1mYoYx',Governmental
b'RT @MumbaiPolice: Such personal questions dont need insta replies! They need to be sent insta-ntly to the police #OnlineSafety https://t.c...',Governmental
b'RT @MumbaiPolice: The road ahead leads to a wonderful life and eyes on the mobile screen does otherwise . Choose wisely . #SafetyFirst #Roa...',Governmental
b'All you need to do to walk out of the drug trap and break the nexus is to walk into your nearest police station and... https://t.co/I9NiPXJjPw',Governmental
"b'RT @MumbaiPolice: The visibility today, will mostly be poor, please ride &amp; drive with care #MumbaiRains #RoadSafety https://t.co/04J3VDjeRK'",Governmental
"b'RT @MumbaiPolice: Seasons change, our commitment for Mumbai doesnt #MumbaiFirst \n\nPC- @AmeyaHandore https://t.co/6EYXWSR5N0'",Governmental
b'A citys safety is its polices &amp; peoples shared responsibility &amp; its heartening to witness Mumbaikars being so a... https://t.co/J4rKwqWhUa',Governmental
b'@Kazimtechnology Thank you for sharing this with us. We have shared this with traffic branch. (Traffic helpline whatsapp no. 8454999999).',Governmental
b'RT @MumbaiPolice: Spotted something odd? There shouldnt be a discord in reporting it #Dial100 https://t.co/SKbRlfA00Y',Governmental
b'@ajaydevgn Thank you Mr Devgn.',Governmental
"b'Thank you for the  good wishes. With your support, we will make Mumbai a safer and better place. #ThankYouMumbai an... https://t.co/zhjHbduvH6'",Governmental
b'RT @MumbaiPolice: Care so much for your head in your virtual life and not in real? Not the best game plan! No area may be safe without a he...',Governmental
"b'RT @MumbaiPolice: A warm welcome to our new Commissioner Of Police, Mumbai, Mr Subodh Jaiswal. We look forward to learn from his valuable e...'",Governmental
b'Taken over charge as @CPMumbaiPolice from Shri Datta Padsalgikar. Its an honour to serve D city everyone loves.I s... https://t.co/cnJWtaA98H',Governmental
"b'#VoicesOfChange: DM Kupwara, J&amp;K &amp; his team converted traditional seedling-based apple orchards into high-density o... https://t.co/erX6cKcPAE'",Governmental
"b'Diversification of crops, better credit policies, complementary interventions in health &amp; education &amp; utilizing #AI... https://t.co/2pPcLCTDVQ'",Governmental
b'#NewsFromNITI: VC @RajivKumar1 chaired meeting with Principal Secretaries &amp; senior officers of all States and Union... https://t.co/mgrflUCwmH',Governmental
"b'RT @PIBHindi:  @MVenkaiahNaidu    : ,           ...'",Governmental
"b'RT @UNinIndia: We have 12 years to realize the #SDGs. Thats just 4,551 days left, or just over 3,000 working days if you insist on taking...'",Governmental
"b'RT @FSI_MEA: Dr Yogesh Suri, @NITIAayog speaks about Indias Development Policies @FSI_MEA to the Participants of the 1st Special Course fo...'",Governmental
"b""RT @Metamorphoses18: [WATCH]: Full video of the #Metamorphoses18 panel discussion on 'Vocabulary of the Digital' featuring @kvijayraghavan...""",Governmental
"b""RT @BjpBiplab: Reviewed the progress of various projects being undertaken by the Agriculture and Farmers' Welfare Department, Government of...""",Governmental
"b'Watch @annaroy9, Adviser (Industry), #NITIAayog talk about the need to accelerate the adoption of #AI in India, ski... https://t.co/5cVpcOWEnD'",Governmental
b'RT @Rao_InderjitS: Largest participation of women in agricultural sector. A greater push is required to encourage the budding entrepreneurs...',Governmental
b'#VoicesOfChange: @ias_kundan &amp; his team at Banka @DmBanka in #Bihar took quality education to all children through... https://t.co/69GeIr5fjV',Governmental
"b'For India to grow at 9-10 % for three decades consistently &amp; reap the dividend of demographic advantage, promoting... https://t.co/rcPU3jHcgH'",Governmental
"b'#NITIAayog  #AspirationalDistricts          , ... https://t.co/ROK65iKhn5'",Governmental
"b""RT @UNinIndia: Hurry up! Only 2 weeks until the submission deadline.\n\nDo not miss the chance to apply for this year's #WomenTransform. Dead...""",Governmental
"b'RT @ceprind: We are happy to announce, @NITIAayog as our partner for India Banking Conclave, 2018 at New Delhi. Block your dates &amp; travel s...'",Governmental
"b""#NITIAayog    #AspirationalDistricts     ''        ... https://t.co/rTVcCGtGZI""",Governmental
b'#NITIAayog                I   /   ... https://t.co/ZhRCiQ8VlW',Governmental
